reward,episode_length,success,final_tip_height,final_theta1_error,final_theta2_error
-1728.8802504866653,600,0,-0.5618135527135724,1.6506330996059182,2.5587496716928984
-1464.0544255491916,600,0,1.6526921101213792,0.8528451388025147,0.9543862476314537
-1820.1400294358666,600,0,-1.7128665451508618,2.925754555777994,0.527713214552902
-2022.2693306924814,600,0,-1.8830364509580817,2.702533379852837,0.6497605049181921
-1935.620281712929,600,0,-0.5704487820550488,2.6219911091856005,2.3925424431976468
-1792.6735713203127,600,0,-0.0068686356518326,2.174838460866554,1.1997626861599604
-1870.9587565313707,600,0,-1.934290560482163,2.842151414453948,0.09310987742890753
-1830.3847220406326,600,0,0.12464261173537963,1.2081395037394076,3.011133622684058
-2000.5523348956601,600,0,-1.9356499766741817,2.8831210479390346,0.008292953373450151
-1995.2896929899691,600,0,-1.6713287460922228,2.646948514887201,0.16339811083065914
-1956.9415373014112,600,0,-1.6332640684881374,2.4863503363119692,0.0824000046210912
-1930.218777448305,600,0,-0.9357833073064787,2.65571971359778,2.0051307864635772
-2019.6308150213667,600,0,-1.779964275162079,2.5052379323520726,0.8572717901603917
-1750.4319286923478,600,0,0.25205579407518147,1.9890753573994853,2.8413875928768366
-1924.365328147957,600,0,-0.2905941344348074,2.615166923057719,1.655770508005231
-1820.376418457408,600,0,-0.7498944030622043,2.64882878088322,2.1950733107385783
-1932.7801432981882,600,0,-1.7099244264533429,3.068531924491029,0.8506709703974578
-1802.987501947206,600,0,0.2567344123868277,1.635281626525058,2.8791079614356243
-1945.8476348811141,600,0,-1.9014519076989478,2.864087964318488,0.07151072743479658
-2040.3259603967094,600,0,-1.9158038978425873,2.9779583130094265,0.542290784559336
-1704.6010154266069,600,0,0.2570920586520449,2.379866678219278,2.1832745694569455
-1979.2427550198445,600,0,-1.2713748137947816,2.932146663854782,1.0637482345871454
-1967.9194331044546,600,0,-1.7099314342688707,2.4974613374736374,1.0708959551960762
-1835.4731974027015,600,0,-1.6988656705734582,2.408933003773956,1.0322158684076932
-1899.4272028140695,600,0,-0.976988623539344,3.053545523744402,1.501888096714484
-1973.5218701943302,600,0,-0.9935550991799044,1.6135682168204695,1.8430248549419073
-1868.439375651776,600,0,-0.23102952711384103,1.887817357873641,0.39781680672503833
-2017.2695186969681,600,0,-1.8770505266434796,2.8445186543892484,0.697606658786087
-2047.7991734837747,600,0,-1.7505805259297258,2.419837026862261,0.7332806056973367
-2017.4676396961938,600,0,-1.6918464086699203,2.4303125750293866,0.3468289850470018
-1893.998425786685,600,0,-1.6316232567154705,2.3385019588128158,0.4466278074710899
-1875.4035628537588,600,0,-1.6198484807505884,2.5576621730748843,1.2511483668438814
