reward,episode_length,success,final_position,max_position
-200.0,200,0,-0.53481125831604,-0.4212528467178345
-200.0,200,0,-0.4392682611942291,-0.43337610363960266
-200.0,200,0,-0.5954402685165405,-0.4374378025531769
-200.0,200,0,-0.3803126811981201,-0.34757670760154724
-200.0,200,0,-0.6890190839767456,-0.3329828679561615
-200.0,200,0,-0.5505788922309875,-0.42749884724617004
-200.0,200,0,-0.5406897664070129,-0.3375228941440582
-200.0,200,0,-0.5848575830459595,-0.43718138337135315
-200.0,200,0,-0.3643737733364105,-0.3641924262046814
-200.0,200,0,-0.5296906232833862,-0.4116365611553192
-200.0,200,0,-0.4568588137626648,-0.39395272731781006
-200.0,200,0,-0.5726149082183838,-0.29178035259246826
-200.0,200,0,-0.6363674402236938,-0.34258708357810974
-200.0,200,0,-0.6298863291740417,-0.40984734892845154
-200.0,200,0,-0.49456870555877686,-0.4173201322555542
-200.0,200,0,-0.43691664934158325,-0.35939767956733704
-200.0,200,0,-0.5664015412330627,-0.3828503489494324
-200.0,200,0,-0.6806618571281433,-0.4231948256492615
-200.0,200,0,-0.6176884174346924,-0.2879035174846649
-200.0,200,0,-0.5052290558815002,-0.4810073971748352
-200.0,200,0,-0.7387673854827881,-0.2736479341983795
-200.0,200,0,-0.4893765449523926,-0.3645939528942108
-200.0,200,0,-0.44438663125038147,-0.40442246198654175
-200.0,200,0,-0.36438876390457153,-0.36438876390457153
-200.0,200,0,-0.4253576397895813,-0.4061335325241089
-200.0,200,0,-0.5726889967918396,-0.37844163179397583
-200.0,200,0,-0.6685497760772705,-0.334108829498291
-200.0,200,0,-0.5198439955711365,-0.43711772561073303
-200.0,200,0,-0.539147675037384,-0.4373030662536621
-200.0,200,0,-0.39069584012031555,-0.32114264369010925
-200.0,200,0,-0.43647077679634094,-0.37424591183662415
-200.0,200,0,-0.6168559193611145,-0.3583519160747528
